time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-01,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-02,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-03,2,2,[0.],[0.],[0.],[0.],[0.]
