time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-38,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-39,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-40,3,3,[0.],[0.],[0.],[0.],[0.]
